RUN	activitiadmissiondatabase.ProcessTestWithRTLSimulation	processtestwithrtlsimulation	1545051195077	1	3.0.1.1
USER	auto online shopping	1	START	1545051196724	1545051196724
USER	auto online shopping	2	START	1545051196784	1545051196784
USER	auto online shopping	3	START	1545051196825	1545051196825
USER	auto online shopping	4	START	1545051196872	1545051196872
REQUEST	3		startProcessInstanceById	1545051196826	1545051196882	OK	 
REQUEST	2		startProcessInstanceById	1545051196784	1545051196840	OK	 
REQUEST	1		startProcessInstanceById	1545051196757	1545051196808	OK	 
USER	auto online shopping	5	START	1545051196904	1545051196904
REQUEST	3		getCurrentSingleTask	1545051196897	1545051196908	OK	 
REQUEST	1		getCurrentSingleTask	1545051196897	1545051196908	OK	 
REQUEST	2		getCurrentSingleTask	1545051196898	1545051196908	OK	 
REQUEST	4		startProcessInstanceById	1545051196873	1545051196922	OK	 
REQUEST	4		getCurrentSingleTask	1545051196923	1545051196930	OK	 
USER	auto online shopping	6	START	1545051196935	1545051196935
REQUEST	5		startProcessInstanceById	1545051196905	1545051196973	OK	 
REQUEST	5		getCurrentSingleTask	1545051196974	1545051196981	OK	 
USER	auto online shopping	7	START	1545051196983	1545051196983
REQUEST	6		startProcessInstanceById	1545051196936	1545051197006	OK	 
REQUEST	6		getCurrentSingleTask	1545051197007	1545051197013	OK	 
USER	auto online shopping	8	START	1545051197029	1545051197029
REQUEST	7		startProcessInstanceById	1545051196984	1545051197039	OK	 
REQUEST	7		getCurrentSingleTask	1545051197040	1545051197046	OK	 
USER	auto online shopping	9	START	1545051197060	1545051197060
REQUEST	8		startProcessInstanceById	1545051197030	1545051197081	OK	 
REQUEST	8		getCurrentSingleTask	1545051197083	1545051197088	OK	 
USER	auto online shopping	10	START	1545051197094	1545051197094
REQUEST	9		startProcessInstanceById	1545051197061	1545051197115	OK	 
REQUEST	9		getCurrentSingleTask	1545051197116	1545051197122	OK	 
USER	auto online shopping	11	START	1545051197138	1545051197138
REQUEST	10		startProcessInstanceById	1545051197094	1545051197157	OK	 
REQUEST	10		getCurrentSingleTask	1545051197159	1545051197165	OK	 
USER	auto online shopping	12	START	1545051197169	1545051197169
USER	auto online shopping	13	START	1545051197204	1545051197204
REQUEST	11		startProcessInstanceById	1545051197139	1545051197215	OK	 
REQUEST	11		getCurrentSingleTask	1545051197216	1545051197222	OK	 
USER	auto online shopping	14	START	1545051197234	1545051197234
REQUEST	12		startProcessInstanceById	1545051197170	1545051197248	OK	 
REQUEST	12		getCurrentSingleTask	1545051197249	1545051197255	OK	 
USER	auto online shopping	15	START	1545051197274	1545051197274
REQUEST	13		startProcessInstanceById	1545051197204	1545051197298	OK	 
USER	auto online shopping	16	START	1545051197304	1545051197304
REQUEST	13		getCurrentSingleTask	1545051197299	1545051197305	OK	 
REQUEST	14		startProcessInstanceById	1545051197234	1545051197332	OK	 
