RUN	activitiadmissiondatabase.ProcessTestWithRTLSimulation	processtestwithrtlsimulation	1544673658328	 	3.0.1.1
USER	online shopping	1	START	1544673660785	1544673660785
REQUEST	1		startProcessInstanceById	1544673660880	1544673665198	OK	 
REQUEST	1		getCurrentSingleTask	1544673666217	1544673666681	OK	 
REQUEST	1		completeTask	1544673667682	1544673668340	OK	 
REQUEST	1		getCurrentSingleTask	1544673669657	1544673669741	OK	 
REQUEST	1		completeTask	1544673670443	1544673670630	OK	 
REQUEST	1		getCurrentSingleTask	1544673671624	1544673671659	OK	 
REQUEST	1		completeTask	1544673672664	1544673672909	OK	 
REQUEST	1		getCurrentSingleTask	1544673673916	1544673673963	OK	 
REQUEST	1		completeTask	1544673674957	1544673675152	OK	 
USER	online shopping	1	END	1544673660785	1544673676157
